,year,id,journal,authors,title
255,1992,A7,Mod.Phys.Lett.,Cohn & Dykstra,The Marinari-Parisi Model and Collective Field Theory
256,1992,A7,Mod. Phys. Lett.,Balachandran & McGlinn & O'Raifeartaigh & Sen & Sorkin & Srivastava,Topological Spin-Statistics Theorem for Strings
257,1991,D44,Phys.Rev.,Ashtekar & Rovelli & Smolin,Gravitons and Loops
258,1992,B281,Phys. Lett.,Fairlie & Govaerts,Universal Field Equations with Reparametrisation Invariance
259,1992,B283,Phys. Lett.,Ito & Madsen,Hamiltonian Reduction and Classical Extended Superconformal Algebras
260,1992,B381,Nucl. Phys.,Gaillard & Taylor,Axion Couplings and Effective Cut-Offs in Superstring Compactifications
261,1992,B379,Nucl. Phys.,Lu & Pope & Schrans & Wang,On Sibling and Exceptional W Strings
262,1992,B381,Nucl. Phys.,Bowcock,Exceptional Superconformal Algebras
263,1992,A7,Mod.Phys.Lett.,Rodgers,QCD Instantons and 2D Surfaces
264,1992,B385,Nucl.Phys.,Delius & Grisaru & Zanon,Quantum Conserved Currents in Affine Toda Theories
265,1992,B386,Nucl.Phys.,Kausch & Watts,Duality in Quantum Toda theory and W-algebras
266,1992,A7,Int.J.Mod.Phys.,Shen,W-Infinity and String Theory
267,1992,B284,Phys. Lett.,Freund & Zabrodin,$Z_n$ Baxter Models and Quantum Symmetric Spaces
268,1992,A7,Mod.Phys.Lett.,Boulatov,A Model of Three-Dimensional Lattice Gravity
269,1992,D46,Phys.Rev.,Balakrishna & Wali,Non-Abelian Monopoles Coupled to Gravity
270,1992,B289,Phys. Lett.,Itoh & Tanii,Schwinger-Dyson Equations of Matrix Models for Open and Closed Strings
271,1992,B284,Phys. Lett.,Takama,Matrix model with superconformal symmetry
272,1993,B392,Nucl.Phys.,Callan & Felce & Freed,Critical Theories of the Dissipative Hofstadter Model
273,1992,B286,Phys. Lett.,Saroja & Sen,Picture Changing Operators in Closed Fermionic String Field Theory
274,1992,A7,Int. J. Mod. Phys.,Abdalla & Abdalla & Dalmazi & Harada,Correlation Functions in non critical (super) string theory
275,1992,B278,Phys.Lett.,Schimmrigk,Topological Phases of the Heterotic String
276,1992,B274,Phys.Lett.,Colomo & Koubek & Mussardo,The Sub-leading Magnetic Deformation of the Tricritical Ising Model in  2D as RSOS Restriction of the Izergin-Korepin Model
277,1993,B391,Nucl. Phys.,Kirillov & Mathieu & Senechal & Walton,Can fusion coefficients be calculated from the depth rule ?
278,1992,D1,Int. J. Mod. Phys.,Kamimura & Makita & Fukuyama,Mtric from Non-Metric Action of Gravity
279,1992,D46,Phys.Rev.,Giulini & Louko,No-Boundary Theta-Sectors in Spatially Flat Quantum Cosmology
280,1992,B386,Nucl.Phys.,Giveon & Shapere,Gauge Symmetries of the N=2 String
281,1992,B282,Phys.Lett.,Ambjorn & Chekhov & Makeenko,Higher Genus Correlators from the Hermitian One-Matrix Model
282,1992,A7,Mod.Phys.Lett.,Mukherji,On The Interpolating Solutions of Strings in Different Backgrounds
283,1992,B284,Phys.Lett.,Ellis & Mavromatos & Nanopoulos,Measuring the $W$-hair of String Black Holes
284,1992,D46,Phys.Rev.,Chang & Soo,Brst Cohomology and Invariants of 4D Gravity in Ashtekar Variables
285,1992,B388,Nucl.Phys.,Kleppe & Woodard,Nonlocal Yang-Mills
286,1992,B383,Nucl.Phys.,Romans,"Supersymmetric, cold and lukewarm black holes in cosmological  Einstein-Maxwell theory"
287,1992,A7,Mod. Phys. Lett.,Dalley,The Weingarten Model a la Polyakov
288,1992,A7,Mod. Phys. Lett.,Laartz,The Extension Structure of 2D Massive Current Algebras
289,1993,B393,Nucl. Phys.,Gomis & Suzuki,Covariant Currents in N=2 Super-Liouville Theory
290,1992,B384,Nucl.Phys.,Johnson & Morris & Spence,Stable Non--Perturbative Minimal Models Coupled to 2D Quantum Gravity
291,1992,B385,Nucl.Phys.,Gibbons & Ortiz & Ruiz & Samols,Semilocal strings and monopoles
292,1992,A7,Mod. Phys. Lett.,Lu & Pope & Schrans & Wang,New Realisations of W Algebras and W Strings
293,1993,B399,Nucl.Phys.,Lopez & Nanopoulos & Yuan,The Search for a realistic flipped SU(5) string model
294,1992,A7,Mod.Phys.Lett.,Zachos,Altering the Symmetry of Wavefunctions in Quantum Algebras and  Supersymmetry
295,1992,A7,Mod. Phys. Lett.,Pasquinucci,A note on the Zakharov-Shabat topological model
296,1992,D46,Phys.Rev.,Haller & Lombridas,Canonical Quantization of $(2+1)$ Dimensional Qed with Topological Mass  Term
297,1992,B384,Nucl. Phys.,Kostov & Staudacher,Multicritical Phases of the O(n) Model on a Random Lattice
298,1992,B289,Phys. Lett.,Horava,Two Dimensional Stringy Black Holes with One Asymptotically Flat Domain
299,1992,B289,Phys. Lett.,Brooks,Relating Scattering Amplitudes in Bosonic and Topological String  Theories
300,1992,D1,Int.J.Mod.Phys.,Tseytlin,Cosmological solutions with dilaton and maximally symmetric space in  string theory
301,1992,B285,Phys. Lett.,Takasaki,Volume-preserving diffeomorphisms in integrable deformations of selfdual  gravity
302,1992,B285,Phys.Lett.,Gomez & Sierra,New Integrable Deformations of Higher Spin Heisenberg-Ising Chains
303,1993,A8,Int. J. Mod. Phys.,Aldazabal & Maldacena,On the quantization of the N=2 supersymmetric non linear sigma model
304,1992,A167,Phys.Lett.,Ivanov & Uglov,R-matrices for the semicyclic representations of U_q sl^(2)
305,1992,B288,Phys. Lett.,Jonghe & Siebelink & Troost,Nonlocal regularisation and two-dimensional induced actions
306,1992,B286,Phys.Lett.,Gervais & Saveliev,Black Holes from Non-Abelian Toda Theories
307,1992,D46,Phys.Rev.,Birnir & Giddings & Harvey & Strominger,Quantum Black Holes
308,1993,B397,Nucl. Phys.,Kharchev & Marshakov & Mironov & Morozov,Generalized Kontsevich Model Versus Toda Hierarchy and Discrete Matrix  Models
309,1992,B282,Phys.Lett.,Fradkin & Linetsky,Results of the classification of superconformal algebras in two  dimensions
310,1992,B280,Phys. Lett.,Bais & Driel & Propitius,Quantum symmetries in discrete gauge theories
311,1993,B393,Nucl. Phys.,Bais & Driel & Propitius,Anyons in discrete gauge theories with Chern-Simons terms
312,1992,B46,Phys.Rev.,Bonechi & Celeghini & Giachetti & Sorace & Tarlini,Quantum Galilei Group as Symmetry of Magnons
313,1992,D46,Phys.Rev.,Galperin & Sokatchev,A twistor-like D=10 superparticle action with manifest N=8 world-line  supersymmetry
314,1992,B6,Int. J. Mod. Phys.,Carfora & Martellini & Marzuoli,Combinatorial and topological phase structure of non-perturbative  n-dimensional quantum gravity
315,1992,B382,Nucl. Phys.,Susskind & Thorlacius,Hawking Radiation and Back-Reaction
316,1992,D45,Phys.Rev.,Bonacina & Gamba & Martellini,Interacting Euclidean 3D Quantum Gravity
317,1992,B287,Phys.Lett.,Distler & Doyle,World-Sheet Supersymmetry Without Contact Terms
318,1992,D46,Phys.Rev.,Giddings,Black Holes and Massive Remnants
319,1992,D46,Phys.Rev.,Moore & Plesser,Classical Scattering in $1+1$ Dimensional String Theory
320,1992,A7,Mod. Phys. Lett.,Depireux,A note on the KP hierarchy
321,1993,B395,Nucl.Phys.,Jatkar,"The Spectrum of Sl(2, R)/U(1) Black Hole Conformal Field Theory"
322,1992,A7,Mod. Phys. Lett.,Cecotti & Vafa,Massive Orbifold
323,1992,A7,Mod.Phys.Lett.,Lano & Rodgers,"Applications of W-algebras to BF theories, QCD and 4D Gravity"
324,1993,B389,Nucl.Phys.,Rozansky & Saleur,"S and T matrices for the super $U(1,1)$ WZW model. Application to  surgery and 3-manifold invariants based on the Alexander Conway polynomial"
325,1992,B381,Nucl. Phys.,Howe & Papadopoulos,"Finiteness and anomalies in (4,0) supersymmetric sigma models"
326,1992,B283,Phys.Lett.,Antoniadis & Gava & Narain,Moduli Corrections to Gravitational Couplings from String loops
327,1992,D46,Phys.Rev.,Mazzitelli,Midisuperspace-Induced Corrections to the Wheeler De Witt Equation
328,1992,B286,Phys. Lett.,Parkes,A cubic action for self-dual Yang-Mills
329,1992,A7,Mod. Phys. Lett.,Abdalla & Forger,Current Algebra of WZNW Models at and away from Criticality
330,1993,A8,Int.J.Mod.Phys.,Hollowood,Quantizing SL(N) Solitons and the Hecke Alegbra
331,1992,B292,Phys. Lett.,Tjin,Finite W-algebras
332,1992,B297,Phys.Lett.,Gates & Jr & Nishino & Ketov,Extended Supersymmetry and Self-Duality in 2+2 Dimensions
333,1993,B307,Phys. Lett.,Nishino & Gates & Jr & Ketov,Supersymmetric Self-Dual Yang-Mills and Supergravity as Background of  Green-Schwarz Superstring
334,1993,B307,Phys. Lett.,Ketov & Gates & Nishino,Majorana-Weyl Spinors and Self-Duality Gauge Fields in 2+2 Dimensions
335,1992,B388,Nucl. Phys.,Kabat & Ortiz,Eikonal Quantum Gravity and Planckian Scattering
336,1992,D46,Phys.Rev.,Horne & Horowitz,Rotating Dilaton Black Holes
337,1993,B391,Nucl. Phys.,Font,Periods and Duality Symmetries in Calabi-Yau Compactifications
338,1992,B282,Phys.Lett.,Aurilia & Spallucci,Axionic Membranes
339,1992,B384,Nucl.Phys.,Burwick & Chamseddine,Classical and Quantum Considerations of Two-dimensional Gravity
340,1992,B291,Phys. Lett.,Itoyama & Razzaghe-Ashrafi,Anomalous Transformation in Supersymmetric Yang-Mills Theory
341,1993,A26,J.Phys.,Cangemi,Self-Dual Chern-Simons Solitons with Non-Compact Groups
342,1992,B291,Phys.Lett.,Kar & Kumar,Target Space Structure of a Chiral Gauged Wess-Zumino-Witten Model
343,1993,A8,Int. J. Mod. Phys.,Minahan,Matrix Models and One Dimensional Open String Theory (Revised)
344,1992,D46,Phys.Rev.,Torre,Is General Relativity an 'Already Parametrized' Field Theory?
345,1992,B284,Phys.Lett.,Burwick & Chamseddine & Meissner,Matter Coupling and Spontaneous Symmetry Breaking in Topological Gravity
346,1992,B284,Phys.Lett.,Ivanov & Krivonos & Pichugin,Nonlinear realizations of $W_3$ symmetry
347,1992,B286,Phys. Lett.,Jain & Mathur,World-Sheet Geometry and Baby Universes in 2-D Quantum Gravity
348,1992,B283,Phys. Lett.,Brezin & Hikami,A naive matrix-model approach to two-dimensional quantum gravity coupled  to matter of arbitrary central charge
349,1992,B285,Phys. Lett.,Bonora & Xiong,An alternative approach to KP hierarchy in matrix models
350,1992,B380,Nucl. Phys.,Gepner & Schwimmer,Symplectic fusion rings and their metric
351,1992,A7,Mod. Phys. Lett.,Coriano',Electrodynamics in the presence of an axion
352,1992,B385,Nucl. Phys.,Manojlovic & Mikovic,Ashtekar Formulation of 2+1 Gravity on a Torus
353,1992,B284,Phys. Lett.,Panvel,"Higher Order Conformal Invariance of String Backgrounds Obtained by  O(d,d) Transformations"
354,1992,D46,Phys.Rev.,Gregory & Harvey,Quantum Fermion Hair
355,1992,B288,Phys.Lett.,Lechtenfeld & Nappi,Dilaton Gravity and No-Hair Theorem in Two Dimensions
356,1993,B395,Nucl. Phys.,Li,Gauge Symmetries and Amplitudes in N=2 Strings
357,1993,A8,Int. J. Mod. Phys.,Dhar & Mandal & Wadia,Classical Fermi Fluid and Geometric Action for $c=1$
358,1992,B383,Nucl.Phys.,Antoniadis & Gava & Narain,Moduli Corrections to Gauge and Gravitational Couplings in four  dimensional Superstrings
359,1992,B285,Phys.Lett.,Cvetic & Griffies,Gravitational Effects in Supersymmetric Domain Wall Backgrounds
360,1992,B289,Phys.Lett.,Carlini & Fucito & Martellini,On the Stability of a Stringy Black Hole
361,1992,A7,Mod. Phys. Lett.,Weiss,Bosonic Chern-Simons Field Theory of Anyon Superconductivity
362,1993,A8,Int.J.Mod.Phys.,Ceresole & D'Auria & Ferrara & Lerche & Louis,Picard-Fuchs Equations and Special Geometry
363,1992,B285,Phys. Lett.,Roche,On the construction of integrable dilute ADE models
364,1992,B286,Phys. Lett.,Lu & Pope,On Realisations of W Algebras
365,1992,B387,Nucl. Phys.,Fre' & Girardello & Lerda & Soriani,Topological First-Order Systems with Landau-Ginzburg Interactions
366,1992,B289,Phys.Lett.,Raiten,Asymptotic Behavior of 2-d Black Holes
367,1992,A7,Mod. Phys. Lett.,Nakatsu & Sugawara,BRST-Fixed Points and Topological Conformal Symmetry
368,1993,A8,Int. J. Mod. Phys.,Maggiore & Sorella,Perturbation Theory for Antisymmetric Tensor Fields in Four Dimensions
369,1992,B285,Phys. Lett.,Blasi & Maggiore & Sorella,Non-Renormalization Properties of the Chern-Simons Action Coupled to  Matter
370,1992,A7,Mod. Phys. Lett.,Semenoff,Strong Coupling Qed Breaks Chiral Symmetry
371,1992,B286,Phys. Lett.,Eliezer & Semenoff,Intersections forms and the geometry of lattice Chern-Simons theory
372,1992,B382,Nucl. Phys.,Bershadsky & Kutasov,Scattering of Open and Closed Strings in 1+1 Dimensions
373,1992,B385,Nucl. Phys.,Nakatsu & Sugawara,Topological Gauged WZW Models and 2D Gravity
374,1992,C55,Z. Phys.,Forste,String amplitudes in arbitrary dimensions
375,1993,B393,Nucl.Phys.,Klebanov & Pasquinucci,Correlation functions from two-dimensional string Ward identities
376,1993,B390,Nucl. Phys.,Kachru,Extra States and Symmetries in D<2 Closed String Theory
377,1992,A25,J.Phys.,Bonechi & Celeghini & Giachetti & Sorace & Tarlini,Heisenberg XXZ Model and Quantum Galilei Group
378,1992,B384,Nucl. Phys.,Aoyama & Tamura,Path-Integral for Quantum Tunneling
379,1994,B411,Nucl.Phys.,Klemm & Schimmrigk,Landau-Ginzburg String Vacua
380,1993,A8,Int. J. Mod. Phys.,Rodrigues & Tonder,Marinari-Parisi and Supersymmetric Collective Field Theory
381,1992,B386,Nucl. Phys.,Semikhatov,Solving Virasoro Constraints on Integrable Hierarchies via the  Kontsevich-Miwa Transform
382,1992,A7,Mod.Phys.Lett.,Aulakh,Syncyclons or Solitonic Signals from Extra Dimensions
383,1992,B387,Nucl.Phys.,Aoki & D'Hoker,W--Gravity and Generalized Lax Equations for (super) Toda Theory
384,1992,D46,Phys.Rev.,Peldan,Ashtekar's Variables for Arbitrary Gauge Group
385,1992,B384,Nucl. Phys.,Delduc & Ivanov & Sokatchev,"Twistor-like superstrings with D = 3, 4, 6 target-superspace and N =  (1,0), (2,0), (4,0) world-sheet supersymmetry"
386,1992,D46,Phys.Rev.,Giddings & Nelson,Quantum Emission from Two-Dimensional Black Holes
387,1992,A7,Int. J. Mod. Phys.,Ferretti & Rajeev & Yang,The Effective Lagrangian of Three Dimensional Quantum Chromodynamics
388,1992,A7,Int. J. Mod. Phys.,Ferretti & Rajeev & Yang,Baryons as Solitons in Three Dimensional Quantum Chromodynamics
389,1992,B385,Nucl. Phys.,Garcia-Bellido & Quiros,String Effective Actions and Cosmological Stability of Scalar Potentials
390,1992,D45,Phys.Rev.,Coriano' & Parwani & Yamagishi & Zahed,Scattering in Soliton Models and the Bosonic Exchange description
391,1991,B269,Phys.Lett.,Kent,Signature Characters for the Virasoro Algebra
392,1992,A7,Mod. Phys. Lett.,Lowe,Unitarity Relations in c=1 Liouville Theory
393,1992,B288,Phys.Lett.,~Gato-Rivera & ~Semikhatov,Minimal Models from W-Constrained Hierarchies via the Kontsevich-Miwa  Transform
394,1992,B280,Phys.Lett.,Dorn & Otto,Analysis of All Dimensionful Parameters Relevant in Gravitational  Dressing of Conformal Theories
395,1992,A7,Mod. Phys. Lett.,Filippov & Isaev & Kurdikov,Paragrassmann Analysis and Quantum Groups
396,1992,D1,Int.J.Mod.Phys.,Gibbons & Perry,The Physics of 2-d Stringy Spacetimes
397,1993,A8,Mod. Phys. Lett.,Dickey,"Additional symmetries of KP, Grassmannian, and the string equation"
398,1992,B388,Nucl. Phys.,Fendley & Saleur,"N=2 Supersymmetry, Painleve III and Exact Scaling Functions in 2D  Polymers"
399,1993,B399,Nucl.Phys.,Aharony & Ganor & Sonnenschein & Yankielowicz,Physical States in G/G Models and 2d Gravity
400,1991,B273,Phys.Lett.,Kent,Singular Vectors of the Virasoro Algebra
401,1992,B278,Phys.Lett.,Kent,Projections of Virasoro Singular Vectors
402,1993,B393,Nucl. Phys.,Maassarani & Nemeschansky & Warner,Lattice Analogues of $N=2$ Superconformal Models via Quantum Group  Truncation
403,1992,D46,Phys.Rev.,Cangemi & Lee,Self-Dual Chern-Simons Solitons in (2+1)-Dimensional Einstein Gravity
404,1992,B386,Nucl.Phys.,Cecotti & Fendley & Intriligator & Vafa,A New Supersymmetric Index
405,1992,A7,Mod. Phys. Lett.,Jain & Ogievetsky,Classical Isomorphisms for Quantum Groups
406,1992,A7,Mod. Phys. Lett.,Awata & Yamada,Fusion Rules for the q-deformed Vertex Operators of U_q(sl(2)^)
407,1992,B388,Nucl.Phys.,Kreuzer & Skarke,No Mirror Symmetry in Landau-Ginzburg Spectra!
408,1992,A7,Mod.Phys.Lett.,Barnich & Henneaux,Comments on Unitarity in the Antifield Formalism
409,1993,B400,Nucl. Phys.,Gauntlett,Low-Energy Dynamics of Supersymmetric Solitons
410,1992,B286,Phys.Lett.,de Wit & Grisaru & Rabinovici & Nicolai,Two-loop finiteness of D=2 supergravity
411,1992,B288,Phys.Lett.,Watts,A Note of W-algebra Realisations
412,1992,A7,Mod.Phys.Lett.,Korchemsky,Matrix Model Perturbed by Higher Order Curvature Terms
413,1992,B388,Nucl.Phys.,Antoniadis & Mazur & Mottola,Conformal Symmetry and Central Charges in 4 Dimensions
414,1992,B296,Phys.Lett.,Maharana,"Duality and $O(d,d)$ Symmetries in String Theory"
415,1992,B282,Phys. Lett.,Henneaux,Geometric Interpretation of the Quantum Master Equation in the  BRST--anti-BRST Formalism
416,1992,A7,Mod.Phys.Lett.,Aulakh,Charged Topological Solitons in 4+1 Dimensional YMCS Theory
417,1993,A8,Mod.Phys.Lett.,Aref'eva & Zubarev,Divergences of Discrete States Amplitudes and Effective Lagrangian in 2D  String Theory
418,1992,D46,Phys.Rev.,Harms & Leblanc,Statistical Mechanics of Black Holes
419,1992,D46,Phys.Rev.,Carlip,Entropy vs. Action in the (2+1)-Dimensional Hartle-Hawking Wave Function
420,1993,B402,Nucl.Phys.,Fabbrichesi & Iengo & Roland,The Gravitational Field of String Matter
421,1993,B395,Nucl.Phys.,Cohn & Periwal,Lorentz invariance of effective strings
422,1992,D46,Phys.Rev.,Strominger,Fadeev-Popov Ghosts and 1+1 Dimensional Black Hole Evaporation
423,1992,D46,Phys.Rev.,Cvetic & Langacker,Neutrino Masses within the Minimal Supersymmetric Standard Model
424,1993,B395,Nucl. Phys.,Terao,Quantum Analysis of Jackiw and Teitelboim's Model for 1+1 D Gravity and  Topological Gauge Theory
425,1993,B392,Nucl. Phys.,Sabra,"Restricted Supergauge invariance, N=2 Coadjoint Orbit and N=2 Quantum  Supergravity"
426,1992,B388,Nucl. Phys.,Fabbrichesi & Roland,Strong Antigravity. Life in the Shock Wave
427,1993,B391,Nucl.Phys.,Gervais,Gravity-Matter Couplings from Liouville Theory
428,1992,B288,Phys.Lett.,La,Sine-Gordon Solitons as Heterotic Fivebranes
429,1992,D46,Phys.Rev.,Bars & Sfetsos,Global Analysis of New Gravitational Singularities in String and  Particle Theories
430,1993,A8,Int. J. Mod. Phys.,Dorey,"Partition Functions, Intertwiners and the Coxeter Element"
431,1993,B408,Nucl. Phys.,Suranyi,A New Field Theoretic Approach to Criticality
432,1992,D46,Phys.Rev.,Polchinski & Yang,High Temperature Partition Function of the Rigid String
433,1994,B411,Nucl. Phys.,Kuramoto,Quantum Hamiltonian Reduction of Super Kac-Moody Algebra II
434,1993,D2,Int. J. Mod. Phys.,Elizalde & Odintsov,Higher derivative quantum gravity with torsion in the conformally  Self-Dual Limit
435,1992,A7,Mod. Phys. Lett.,Elizalde & Odintsov,Spontaneous compactification in 2D induced quantum gravity
436,1993,D47,Phys.Rev.,Elizalde & Odintsov,Effective potential and stability of the rigid membrane
437,1992,B294,Phys. Lett.,Khuri,A Multimonopole Solution in String Theory
438,1992,B294,Phys. Lett.,Khuri,Scattering of String Monopoles
439,1992,A7,Mod. Phys. Lett.,Mohammedi,A Non Degenerate Semi-Classical Lagrangian for Dilaton-Gravity in Two  Dimensions
440,1993,A8,Int.J.Mod.Phys.,Lu & Pope & Wang & Xu,Aspects of N=2 Super-W_n Strings
441,1992,L77,Class. Quant. Grav.,D'Adda,New Methods of Integration in Matrix Models
442,1992,B288,Phys.Lett.,Tseytlin,A class of finite two - dimensional sigma models and string vacua
443,1992,B386,Nucl. Phys.,Kazakov & Kostov,Loop Gas Model for Open Strings
444,1992,D45,Phys.Rev.,Traschen & Ferrel,Quantum-Mechanical Scattering of Charged Black Holes
